o	77027	62646.971524816945	
que	64605	76241.58114957443	<-- increase
de	64420	50775.028725644304	
a	64362	46307.68540109662	
não	53956	62413.97720302343	<-- increase
é	44821	43773.91159795835	
eu	44671	34284.8880712961	
tom	40394	269.517504641202	
você	35307	38172.0210238521	<-- increase
um	28398	28823.192373997066	<-- increase
se	21729	22375.981950874022	<-- increase
para	21144	23965.986079470404	<-- increase
ele	20629	17056.489158033975	
e	20390	36623.57094308048	<-- increase
uma	19918	19558.646075829427	
em	18921	15184.76821701939	
com	18222	18726.475569177575	<-- increase
está	17950	21884.54832496655	<-- increase
me	16156	17008.685144904273	<-- increase
do	15693	14402.648920695645	
por	15100	17202.618429216574	<-- increase
os	13884	10381.376731380764	
ela	12456	9360.660898813972	
isso	12330	16769.55712077986	<-- increase
da	12291	10890.701568094753	
mais	11711	8974.689416666375	
no	11475	10056.318743136711	
as	10798	7606.257603113003	
muito	10645	7663.706460389887	
na	10418	9309.214532797276	
tem	8756	8393.884442607412	
meu	8424	8264.769427227078	
foi	8040	7836.534693113028	
como	7360	11785.557748554584	<-- increase
fazer	7179	5267.58635762604	
estou	7096	7393.305357145912	<-- increase
seu	6997	8052.770537647189	<-- increase
ao	6836	4214.453086095119	
minha	6371	6199.070357610201	
sua	6358	7492.977604798145	<-- increase
são	6252	3787.1933000634526	
estava	6187	4455.28021054028	
à	6117	3099.876493678916	
nós	5905	4814.062765756697	
casa	5328	2973.20466165324	
eles	5281	4953.634805202928	
vocês	5268	3069.654764024686	
quando	5177	5299.8061495342845	<-- increase
te	5118	5045.221793459866	
já	5117	4489.499725602167	
mas	5017	12520.115523094499	<-- increase
vai	4952	7546.727638600641	<-- increase
tenho	4930	4648.544152301982	
aqui	4828	9275.868650940385	<-- increase
ser	4762	5385.614867980986	<-- increase
mary	4758	163.80456503730713	
quem	4633	4341.986925028388	
pode	4592	6081.849044475082	<-- increase
há	4576	4118.487966415421	
vou	4213	5627.347182724098	<-- increase
bem	4182	11846.457955261094	<-- increase
onde	4162	4138.440353661864	
disse	4145	4086.454195265655	
quero	4100	3986.800217509344	
nunca	4084	3124.4445209951054	
este	4059	2199.6688946135723	
tempo	4039	3174.8594683420233	
nos	3837	4812.531416298509	<-- increase
maria	3798	108.84041360581374	
estão	3730	3384.6626486120144	
era	3721	4288.881320282049	<-- increase
todos	3695	3399.848253922447	
esta	3595	2321.990830510186	
quer	3594	4672.4760550601595	<-- increase
ir	3569	2621.4427291697543	
ainda	3560	2817.1996812749935	
nada	3529	4169.421114446672	<-- increase
dos	3520	2800.19040817162	
sou	3423	3954.9009792295487	<-- increase
hoje	3317	1623.502813219167	
lhe	3244	1853.8928443939826	
tudo	3243	6976.290000027594	<-- increase
ter	3192	3798.3362756762376	<-- increase
posso	3177	3766.025134288383	<-- increase
sobre	3176	3584.7861058426092	<-- increase
sabe	3160	4395.889761596776	<-- increase
sei	3154	5484.775558547402	<-- increase
acho	3098	3644.2463125705412	<-- increase
tão	3011	2644.7700644628776	
isto	3006	2348.762871634419	
falar	2987	2064.951664783703	
agora	2968	5986.724340007795	<-- increase
dia	2905	2528.020446822471	
sempre	2841	2249.17200806402	
só	2756	6302.458037733116	<-- increase
mesmo	2727	3552.533095941779	<-- increase
ou	2715	4188.171010361521	<-- increase
favor	2691	2746.081620049202	<-- increase
quanto	2660	1460.188213572495	
mim	2655	3719.478422178039	<-- increase
preciso	2624	2150.898237899634	
anos	2533	2285.592215134693	
vida	2519	2304.021557421094	
esse	2480	3069.430542574734	<-- increase
seus	2439	2192.7695175535773	
sem	2429	2652.788887873002	<-- increase
pessoas	2401	1991.6262679506096	
melhor	2394	2605.8684733460723	<-- increase
qual	2371	1843.191668082584	
gosto	2350	840.4932746941329	
queria	2346	1594.7111181457394	
livro	2329	361.53632680175036	
coisa	2310	3362.232199118698	<-- increase
até	2307	3216.2341390068145	<-- increase
dele	2280	2301.007024593965	<-- increase
pai	2263	2517.365775700692	<-- increase
vez	2247	2168.7844660072624	
todo	2244	1827.539349976326	
ninguém	2231	1735.7563755631343	
dizer	2230	3659.4369005798617	<-- increase
bom	2221	3854.034544743869	<-- increase
noite	2213	2575.7480585692274	<-- increase
das	2209	1683.547656616603	
carro	2208	1131.859913958406	
essa	2177	3017.8230692939987	<-- increase
lo	2145	3354.0622338423095	<-- increase
francês	2113	80.19819949902065	
pouco	2113	1918.8223936011073	
mundo	2073	1615.6866195638136	
fez	2073	1837.147654331664	
meus	2064	1388.6150658482832	
dinheiro	2044	1443.838317621943	
tinha	2039	1974.8760951894028	
boston	2022	49.48318265489629	
trabalho	1995	1721.8264103724314	
elas	1977	638.1990216480799	
vamos	1969	7404.528055940902	<-- increase
homem	1933	2000.9389321719368	<-- increase
novo	1932	1666.1630201970145	
lá	1896	4132.693640944583	<-- increase
gosta	1891	593.8912022379947	
ver	1890	2919.619056914042	<-- increase
três	1887	1064.4606070025543	
às	1856	994.5433762087264	
senhor	1846	2400.9001718968916	<-- increase
parece	1844	2153.959275916382	<-- increase
faz	1839	1883.6096605609146	<-- increase
estar	1837	1781.2118766170465	
pelo	1835	2027.5648141287938	<-- increase
também	1817	2830.485217409539	<-- increase
amanhã	1810	786.930922549745	
assim	1800	3123.9445902066946	<-- increase
gostaria	1781	784.5956976709887	
dois	1752	1925.6121512855705	<-- increase
verdade	1750	2196.9333929241616	<-- increase
nem	1739	1961.2002476419784	<-- increase
antes	1708	2061.829173480672	<-- increase
ontem	1707	525.3226219431356	
algo	1700	3278.49296161007	<-- increase
grande	1676	1465.7671754272192	
